Codigo,Nombre,market samaria Vendido,market playa dormida Vendido,market two towers Vendido,principal Vendido,donaciones Vendido,market samaria Inventario,market playa dormida Inventario,market two towers Inventario,principal Inventario,donaciones Inventario,Total vendido,Total inventario,Total en lista,Descuentos,Total Neto,Devoluciones,Total ajustado,Costo,Comision,Ganancia,%,Categoria,SubCategoria,Marca,Unnamed: 26
2859,Club Colombia Dorada 330ml,6,0,6,0,0,-16 inv,-78 inv,0 inv,0 inv,0 inv,12,-94,"$35,294",0,35294,0,35294,27996,0,7298,20.7%,1. Cervezas,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4516,Mix De Arveja-zanahoria X500g Calypso,6,6,0,0,0,1 inv,3 inv,0 inv,0 inv,0 inv,12,4,"$75,630",0,75630,0,75630,49906,0,25725,34.0%,Congelados,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3595,VINO PARTAGER BLANCO 750,3,9,0,0,0,2 inv,4 inv,1 inv,0 inv,0 inv,12,7,"$617,143",30857,586286,0,586286,375005,0,211281,36.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4644,TEREA AMBAR,3,9,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,12,0,"$115,966",0,115966,0,115966,68913,0,47054,40.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1984,LUMBAL FORTE,12,0,0,0,0,14 inv,0 inv,0 inv,0 inv,0 inv,12,14,"$24,000",0,24000,0,24000,17040,0,6960,29.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1128,PULPIFRUTA FRESA,12,0,0,0,0,6 inv,0 inv,2 inv,0 inv,0 inv,12,8,"$50,420",0,50420,0,50420,31401,0,19019,37.7%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3458,CREMA PARA PEINAR SAVITAL ARGAN 100ML,11,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,12,0,"$50,420",0,50420,0,50420,23870,0,26551,52.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4759,ACEITUNAS AL FRESCO X70F,0,10,2,0,0,-3 inv,0 inv,0 inv,0 inv,0 inv,12,-3,"$72,000",1800,70200,0,70200,40200,0,30000,42.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
152,PAPAS MONTEROJO CREMA Y CEBOLLA  25GR,4,7,1,0,0,0 inv,6 inv,0 inv,0 inv,0 inv,12,6,"$35,294",0,35294,0,35294,23584,0,11710,33.2%,sin categoria,,MONTE ROJO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4141,PAPAS MONTEROJO SAL ROSADA HIMALAYA,8,4,0,0,0,0 inv,-2 inv,0 inv,0 inv,0 inv,12,-2,"$95,798",0,95798,0,95798,71388,0,24410,25.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3660,Artesano De Limon Coco,8,4,0,0,0,0 inv,-1 inv,1 inv,0 inv,0 inv,12,0,"$46,387",0,46387,0,46387,30367,0,16020,34.5%,sin categoria,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1210,M&m Peanuts,12,0,0,0,0,25 inv,15 inv,1 inv,0 inv,0 inv,12,41,"$48,403",0,48403,0,48403,40711,0,7692,15.9%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1353,SEDA DENTAL FLUOCARDENT X 35 MT,3,8,1,0,0,0 inv,5 inv,1 inv,0 inv,0 inv,12,6,"$111,600",3720,107880,0,107880,102165,0,5715,5.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1755,Filete De Salmon Marinado X 2 Porciones,5,5,2,0,0,6 inv,-4 inv,0 inv,0 inv,0 inv,12,2,"$304,874",57849,247025,0,247025,286483,0,-39458,-16.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2353,SAVITAL MULTIVITAMINAS SHAMPOO,0,12,0,0,0,56 inv,-2 inv,0 inv,0 inv,0 inv,12,54,"$30,252",0,30252,0,30252,8193,0,22059,72.9%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2394,STAY OFF EXTREME REPELENTE SPRAY 120ML,12,0,0,0,0,26 inv,0 inv,0 inv,0 inv,0 inv,12,26,"$252,101",0,252101,0,252101,229156,0,22945,9.1%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3816,CAFE JUAN VALDEZ COLINA,7,4,1,0,0,-3 inv,3 inv,1 inv,0 inv,0 inv,12,1,"$320,000",0,320000,0,320000,227388,0,92612,28.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2362,"SEVEDOL, ACETAMINOFEN-ACIDO SALICILICO",2,10,0,0,0,0 inv,20 inv,33 inv,0 inv,0 inv,12,53,"$24,000",600,23400,0,23400,10083,0,13317,56.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
309,GUANTE AMARILLO LIMPIA YA,9,3,0,0,0,2 inv,0 inv,5 inv,0 inv,0 inv,12,7,"$55,462",0,55462,0,55462,33372,0,22090,39.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1709,FINAS HIERBAS EL REY 15 GR,9,2,1,0,0,7 inv,5 inv,1 inv,0 inv,0 inv,12,13,"$36,303",0,36303,0,36303,20955,0,15348,42.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1238,SALSA BOLOGNESA MONTICELLO 420G,7,4,1,0,0,8 inv,2 inv,0 inv,0 inv,0 inv,12,10,"$178,487",0,178487,0,178487,141396,0,37092,20.8%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
175,VASO MEDIO L DE HELADO TRADICIONAL VAINILLA 300 GR,8,4,0,0,0,2 inv,1 inv,0 inv,0 inv,0 inv,12,3,"$173,445",5782,167664,0,167664,122748,0,44916,26.8%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1884,JABON BARRA COCO,5,5,2,0,0,3 inv,2 inv,1 inv,0 inv,0 inv,12,6,"$55,462",0,55462,0,55462,37056,0,18406,33.2%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4738,Jabon Para Loza Axion Limon X235g,12,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,12,0,"$36,303",0,36303,0,36303,28562,0,7740,21.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1968,LIMPIADOR CON BICARBONATO LIQUIDO 960ML,7,4,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,11,4,"$38,824",1059,37765,0,37765,22506,0,15259,40.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2463,TOALLITAS HUMEDAS POMYS ESENCIAL,7,4,0,0,0,-1 inv,1 inv,0 inv,0 inv,0 inv,11,0,"$72,101",1966,70134,0,70134,47153,0,22982,32.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4614,CAFE LIOFILIZADO CLASICO 50GR,7,4,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,11,1,"$201,143",0,201143,0,201143,129996,0,71146,35.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
359,AXION CREMA LIMON 150G,5,6,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,11,2,"$32,353",0,32353,0,32353,16642,0,15711,48.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2851,Cinta Pegante Grande,5,6,0,0,0,19 inv,14 inv,0 inv,0 inv,0 inv,11,33,"$18,000",0,18000,0,18000,13650,0,4350,24.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1315,CLAVO PURO,6,5,0,0,0,5 inv,6 inv,1 inv,0 inv,0 inv,11,12,"$33,277",0,33277,0,33277,9768,0,23509,70.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
862,NUTRIBELA 15 CELULAS MADRES,0,9,2,0,0,0 inv,0 inv,-1 inv,0 inv,0 inv,11,-1,"$27,731",0,27731,0,27731,11072,0,16659,60.1%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1259,MERMELADA  DE PIÑA SAN JORGE X 200 G,5,5,1,0,0,2 inv,3 inv,-1 inv,2 inv,3 inv,11,9,"$55,462",504,54958,0,54958,36573,0,18385,33.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2339,SALTIN NOEL INTEGRALES,3,7,1,0,0,5 inv,7 inv,8 inv,0 inv,0 inv,11,20,"$31,429",0,31429,0,31429,22188,0,9241,29.4%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2917,CURCUMA REY 30GR,7,3,1,0,0,6 inv,5 inv,5 inv,0 inv,0 inv,11,16,"$23,109",0,23109,0,23109,14158,0,8951,38.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4240,JABON REXONA ANTIBACTERIAL X110G,8,3,0,0,0,10 inv,3 inv,0 inv,0 inv,0 inv,11,13,"$41,597",0,41597,0,41597,26416,0,15181,36.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
494,SOPA INSTANTANEA CON FIDEOO  AJINOMEN CARNE 80G,5,6,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,11,2,"$28,655",0,28655,0,28655,21405,0,7250,25.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4264,SUNTEA LIMON MANDARINA,10,1,0,0,0,2 inv,1 inv,0 inv,0 inv,0 inv,11,3,"$18,487",0,18487,0,18487,9641,0,8847,47.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2759,CAFE COLCAFE DESCAIFEINADO 40G,6,3,2,0,0,12 inv,4 inv,3 inv,0 inv,0 inv,11,19,"$120,476",0,120476,0,120476,76554,0,43922,36.5%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3476,REPELENTE STAY OFF FAMILIAR X60ML,10,1,0,0,0,2 inv,1 inv,0 inv,0 inv,0 inv,11,3,"$115,500",0,115500,0,115500,77209,0,38291,33.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2590,ACID MANTLE LOCION 120ML,7,4,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,11,3,"$297,000",0,297000,0,297000,201961,0,95039,32.0%,sin categoria,,CUIDADO PERSONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
929,DESODORANTE BALANCE MUJER 32GR,6,4,1,0,0,35 inv,0 inv,1 inv,0 inv,0 inv,11,36,"$38,824",0,38824,0,38824,31134,0,7689,19.8%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1635,DESODORANTE CLáSICO YODORA,11,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,11,0,"$32,353",0,32353,0,32353,25048,0,7305,22.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1645,AVENA ORIGINAL ALPINA DE 1000GR,10,1,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,11,3,"$97,059",0,97059,0,97059,70893,0,26166,27.0%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2060,MILLOWS SNACK BLANCO 35G,11,0,0,0,0,2 inv,3 inv,0 inv,0 inv,0 inv,11,5,"$23,109",0,23109,0,23109,11344,0,11765,50.9%,sin categoria,,MULTIMARCAS DEL CARIBE,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2541,VODKA ABSOLUT X700ML,2,6,3,0,0,4 inv,3 inv,1 inv,0 inv,0 inv,11,8,"$942,857",0,942857,0,942857,511130,0,431727,45.8%,Licores,,DISMEL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1683,Cereal Tosh Crunchy Fresa,6,3,2,0,0,1 inv,3 inv,0 inv,0 inv,0 inv,11,4,"$168,235",0,168235,0,168235,124971,0,43264,25.7%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1049,LECHE DE MAGNESIA 120ML,8,3,0,0,0,3 inv,4 inv,3 inv,0 inv,0 inv,11,10,"$99,000",0,99000,0,99000,74393,0,24607,24.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3627,PAÑO BRIO NUEVA IMAGEN,11,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,11,1,"$50,840",0,50840,0,50840,35217,0,15623,30.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2219,Piña Colada Convier X 750ml - Dislicores,3,6,2,0,0,2 inv,2 inv,1 inv,0 inv,0 inv,11,5,"$544,762",0,544762,0,544762,295248,0,249513,45.8%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3485,BEBIDA TOSH ALMENDRA SA X1L,0,10,1,0,0,-5 inv,9 inv,1 inv,0 inv,0 inv,11,5,"$146,050",3983,142067,0,142067,104297,0,37770,26.6%,sin categoria,,LA RECETA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1714,SHAMPOO JOHNSONS ORIGINAL 100ML,6,4,1,0,0,3 inv,-6 inv,0 inv,0 inv,0 inv,11,-3,"$124,790",0,124790,0,124790,88087,0,36703,29.4%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1556,Kola Roman 1.5 L. Sin Azucar,0,11,0,0,0,-14 inv,13 inv,0 inv,0 inv,0 inv,11,-1,"$50,840",924,49916,0,49916,30812,0,19104,38.3%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2210,PILAS VARTA AA2,11,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,11,3,"$73,950",0,73950,0,73950,41228,0,32722,44.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4598,BB ADVANCED PROTECTOR FPS 100,9,2,0,0,0,-16 inv,5 inv,0 inv,0 inv,0 inv,11,-11,"$443,697",0,443697,0,443697,310970,0,132728,29.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2562,YOGURT ORIGINAL FRUTOS ROJOS,11,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,11,3,"$27,731",0,27731,0,27731,19261,0,8470,30.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3517,YUCA SAL MARINA MONTEROJO 25G,5,6,0,0,0,6 inv,0 inv,0 inv,0 inv,0 inv,11,6,"$32,353",0,32353,0,32353,21824,0,10529,32.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1472,Pate De Pollo Con Champiñones Al Vino Zenu De 160g,9,2,0,0,0,6 inv,2 inv,2 inv,0 inv,0 inv,11,10,"$152,521",8319,144202,0,144202,105602,0,38599,26.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2991,PAPEL VINIPEL 20MTRS,3,8,0,0,0,11 inv,0 inv,0 inv,0 inv,0 inv,11,11,"$50,840",0,50840,0,50840,35593,0,15247,30.0%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4917,TRULULU VOLCAN CHOCOLATE X 54G,4,6,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,10,2,"$29,412",294,29118,0,29118,7972,0,21146,72.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2520,VINO ESPUMOSO JP CHENET BLANCO 700ML,3,5,2,0,0,2 inv,0 inv,1 inv,0 inv,0 inv,10,3,"$666,667",0,666667,0,666667,324768,0,341899,51.3%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4918,TRULULU VOLCAN DE FRESA,4,6,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,10,2,"$29,412",294,29118,0,29118,7972,0,21146,72.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2757,CABELLO DE ANGEL DORIA X125G,3,3,4,0,0,27 inv,1 inv,6 inv,0 inv,0 inv,10,34,"$19,048",0,19048,0,19048,9050,0,9997,52.5%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2245,PROTECTORES DIARIOS NOSOTRAS  X15,5,4,1,0,0,18 inv,6 inv,8 inv,0 inv,0 inv,10,32,"$50,000",0,50000,0,50000,14404,0,35596,71.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4295,Lambrusco Emilia Rosso (tinto) 750,10,0,0,0,0,1 inv,2 inv,1 inv,0 inv,0 inv,10,4,"$349,581",0,349581,34958,314623,265903,0,48720,15.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2791,CEBOLLA EL REY 60G,7,3,0,0,0,4 inv,4 inv,3 inv,0 inv,0 inv,10,11,"$21,008",0,21008,0,21008,9210,0,11799,56.2%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4957,FILETE DE PECHUGA MARINADO PV 500G,3,7,0,0,0,-12 inv,0 inv,0 inv,0 inv,0 inv,10,-12,"$160,000",0,160000,0,160000,112000,0,48000,30.0%,Congelados,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2633,ALCOHOL 120 ML JGB,10,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,10,0,"$36,000",0,36000,0,36000,25500,0,10500,29.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
26,Mostaneza La Constancia X80g,10,0,0,0,0,-1 inv,9 inv,0 inv,0 inv,0 inv,10,8,"$29,412",0,29412,0,29412,14712,0,14700,50.0%,2. Huevos Y Abarrotes,,Distribuciones el sol,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2300,Salsa Bucatti Pomodoro 240gr,9,1,0,0,0,6 inv,2 inv,0 inv,0 inv,0 inv,10,8,"$100,840",0,100840,0,100840,72740,0,28100,27.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2729,BOM BOM BUM SURTIDO,0,0,10,0,0,243 inv,348 inv,0 inv,0 inv,0 inv,10,591,"$7,563",151,7412,0,7412,2797,0,4615,62.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4838,MERMELADA DE CIRUELA 200GR,7,3,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,10,0,"$50,420",0,50420,0,50420,33182,0,17238,34.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
955,CARAMELO LIQUIDO ROLLON MAX STEEL,8,2,0,0,0,14 inv,10 inv,0 inv,0 inv,0 inv,10,24,"$37,815",0,37815,0,37815,20746,0,17069,45.1%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2533,VINO TINTO FINCA LAS MORAS MALBEC 750ML,6,4,0,0,0,1 inv,3 inv,1 inv,0 inv,0 inv,10,5,"$580,952",0,580952,0,580952,241134,0,339818,58.5%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4056,Aromatel Floral X 180ml - Suvizante,9,0,1,0,0,4 inv,5 inv,0 inv,0 inv,0 inv,10,9,"$21,008",0,21008,0,21008,11436,0,9572,45.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4433,ZEN LIMON CEREZA 540ML,9,0,1,0,0,6 inv,12 inv,3 inv,0 inv,0 inv,10,21,"$21,008",210,20798,0,20798,16431,0,4367,21.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1278,VANISH QUITAMANCHAS 130ML,10,0,0,0,0,11 inv,13 inv,3 inv,0 inv,0 inv,10,27,"$23,529",0,23529,0,23529,15613,0,7917,33.6%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1280,GALLETA COCOSETTE,10,0,0,0,0,44 inv,77 inv,30 inv,0 inv,0 inv,10,151,"$18,487",185,18303,0,18303,11693,0,6610,36.1%,sin categoria,,TIENDAS SAMARIA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2890,CONDONES TODAY,8,2,0,0,0,-13 inv,-17 inv,0 inv,0 inv,0 inv,10,-30,"$45,000",0,45000,0,45000,32589,0,12411,27.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1399,RON MEDELLIN AÑEJO 5 AÑOS SIN AZUCAR,5,4,1,0,0,3 inv,2 inv,1 inv,0 inv,0 inv,10,6,"$552,381",0,552381,0,552381,312885,0,239496,43.4%,sin categoria,,LICONSUMAR,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4790,BLANCOX X 100 ML,10,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,10,0,"$4,202",0,4202,0,4202,0,0,4202,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4908,ROSQUITAS BIMBO 28G,10,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,10,0,"$21,008",0,21008,0,21008,17440,0,3568,17.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4500,SUNTEA FRUTOS ROJOS,0,10,0,0,0,-1 inv,1 inv,0 inv,0 inv,0 inv,10,0,"$16,807",0,16807,0,16807,8746,0,8061,48.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
85,PAPAS MONTEROJO LIMA LIMON 25G,6,4,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,10,1,"$29,412",0,29412,0,29412,19860,0,9552,32.5%,sin categoria,,MONTE ROJO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
83,PAPAS MONTEROJO PLATANO VERDE 25G,5,5,0,0,0,0 inv,0 inv,1 inv,0 inv,0 inv,10,1,"$29,412",0,29412,0,29412,19810,0,9602,32.6%,sin categoria,,MONTE ROJO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
924,Popetas Caramelo Mantequilla,10,0,0,0,0,-52 inv,7 inv,1 inv,0 inv,0 inv,10,-44,"$25,210",0,25210,0,25210,13681,0,11529,45.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1704,TOMILLO EL REY20GR,6,3,1,0,0,14 inv,4 inv,2 inv,0 inv,0 inv,10,20,"$29,412",0,29412,0,29412,15611,0,13801,46.9%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1570,ACEITE JOHNSONS BABY X 50ML,8,0,2,0,0,1 inv,0 inv,1 inv,0 inv,0 inv,10,2,"$80,672",0,80672,0,80672,55206,0,25466,31.6%,sin categoria,,BEBES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3128,COCO,0,9,1,0,0,5 inv,-15 inv,-1 inv,0 inv,0 inv,10,-11,"$90,000",3300,86700,0,86700,55000,0,31700,36.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1402,PINGUINOS COOKIES AND CREAM,9,1,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,10,1,"$33,613",336,33277,0,33277,27130,0,6147,18.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1123,SAL DE FRUTAS LUA,0,4,6,0,0,-64 inv,47 inv,0 inv,0 inv,0 inv,10,-17,"$37,815",0,37815,0,37815,32713,0,5102,13.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3873,LAUREL PURO 37G EL REY,3,6,1,0,0,0 inv,-3 inv,1 inv,0 inv,0 inv,10,-2,"$39,504",0,39504,0,39504,22185,0,17319,43.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
204,CREMA PARA PEINAR SEDAL 18ML,9,0,0,0,0,27 inv,0 inv,0 inv,0 inv,0 inv,9,27,"$15,126",0,15126,0,15126,5990,0,9136,60.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4899,ACEITUNAS RELLENAS CON PIMENTON LA CORUÑA X 125G,9,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,9,0,"$45,378",0,45378,0,45378,32559,0,12819,28.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2843,CHORIZO DE CERDO TIPO SANTARROSANO 330GR,8,0,1,0,0,3 inv,4 inv,-1 inv,0 inv,1 inv,9,7,"$113,445",0,113445,0,113445,110839,0,2606,2.3%,sin categoria,,LA RECETA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1241,Salsa De Soya 165gr Selecto,7,2,0,0,0,2 inv,4 inv,0 inv,0 inv,0 inv,9,6,"$21,176",0,21176,0,21176,14397,0,6779,32.0%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4767,ACONDICIONADOR DOVE SOBRE,8,1,0,0,0,0 inv,-1 inv,0 inv,0 inv,0 inv,9,-1,"$22,689",0,22689,0,22689,6096,0,16593,73.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4862,VUSE GO WATERMELON ICE,1,7,1,0,0,3 inv,3 inv,0 inv,0 inv,0 inv,9,6,"$272,269",0,272269,0,272269,80812,0,191457,70.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4367,Detodito Flamin Hot X50g,9,0,0,0,0,2 inv,-4 inv,0 inv,0 inv,0 inv,9,-2,"$30,252",672,29580,0,29580,17604,0,11976,40.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
